Date,Activity,SubActivity,Department,CostCentre,State,UOM,Source,Identifier,Quantity,Description
1/1/2028,Wear Item,Tyres,Mining Open Pit,Projects and Work Orders,QLD,Each,Budget,Budget|Tyres|Projects and Work Orders,38.2608,Tyres
1/1/2029,Blasting,Explosives,Mining Open Pit,Blasting,QLD,t,Budget,Budget|Explosives|Blasting,1161292.8741,Explosives
1/1/2029,Combustion,Acetylene,Mining,Projects and Work Orders,QLD,m3,Budget,Budget|Acetylene|Projects and Work Orders,121.76232,Acetylene gas
1/1/2029,Combustion,Diesel,Mining,Blasting,QLD,kL,Budget,Budget|Diesel|Blasting,14.66680336,Diesel - Stationary
1/1/2029,Combustion,Diesel,Mining,Crushing - Fixed,QLD,kL,Budget,Budget|Diesel|Crushing - Fixed,0.961076075,Diesel - Stationary
1/1/2029,Combustion,Diesel,Mining,Crushing - Supplemental,QLD,kL,Budget,Budget|Diesel|Crushing - Supplemental,0.090100882,Diesel - Stationary
1/1/2029,Combustion,Diesel,Mining,Drilling - Production,QLD,kL,Budget,Budget|Diesel|Drilling - Production,309.1293356,Diesel - Stationary
1/1/2029,Combustion,Diesel,Mining,Environment,QLD,kL,Budget,Budget|Diesel|Environment,0.139821507,Diesel - Stationary
1/1/2029,Combustion,Diesel,Mining,Exploration and Development,QLD,kL,Budget,Budget|Diesel|Exploration and Development,1.564253109,Diesel - Stationary
1/1/2029,Combustion,Diesel,Mining,Geotechnical,QLD,kL,Budget,Budget|Diesel|Geotechnical,13.73377165,Diesel - Stationary
1/1/2029,Combustion,Diesel,Mining,Grade Control,QLD,kL,Budget,Budget|Diesel|Grade Control,57.41558553,Diesel - Stationary
1/1/2029,Combustion,Diesel,Mining,Hauling,QLD,kL,Budget,Budget|Diesel|Hauling,1715.970479,Diesel - Stationary
1/1/2029,Combustion,Diesel,Mining,Light Vehicles,QLD,kL,Budget,Budget|Diesel|Light Vehicles,17.70489832,Diesel - Stationary
1/1/2029,Combustion,Diesel,Mining,Loading,QLD,kL,Budget,Budget|Diesel|Loading,637.2947939,Diesel - Stationary
1/1/2029,Combustion,Diesel,Mining,Management Services,QLD,kL,Budget,Budget|Diesel|Management Services,3.901893928,Diesel - Stationary
1/1/2029,Combustion,Diesel,Mining,Mobile Equipment,QLD,kL,Budget,Budget|Diesel|Mobile Equipment,340.7044941,Diesel - Stationary
1/1/2029,Combustion,Diesel,Mining,Nolans South Crusher,QLD,kL,Budget,Budget|Diesel|Nolans South Crusher,45.64682304,Diesel - Stationary
1/1/2029,Combustion,Diesel,Mining,Operations Administration,QLD,kL,Budget,Budget|Diesel|Operations Administration,0.581133138,Diesel - Stationary
1/1/2029,Combustion,Diesel,Mining,Rehandling,QLD,kL,Budget,Budget|Diesel|Rehandling,500.3780795,Diesel - Stationary
1/1/2029,Combustion,Diesel,Processing,,QLD,kL,Budget,Budget|Diesel|nan,43.37484,Diesel - Stationary
1/1/2029,Combustion,LPG,Mining,Projects and Work Orders,QLD,kL,Budget,Budget|LPG|Projects and Work Orders,0.94482,LPG - Cylinders
1/1/2029,Combustion,LPG,Processing,Gold Room,QLD,kL,Budget,Budget|LPG|Gold Room,82.9161,LPG - Bulk liquid
1/1/2029,Combustion,Lubricants,Mining,Projects and Work Orders,QLD,kL,Budget,Budget|Lubricants|Projects and Work Orders,86.00034,Engine oil
1/1/2029,Electricity,Grid Power,Commercial & Administration,Brisbane Office,QLD,kWh,Budget,Budget|Grid Power|Brisbane Office,1453.0,Grid electricity
1/1/2029,Electricity,Grid Power,Commercial & Administration,Crushing - Fixed,QLD,kWh,Budget,Budget|Grid Power|Crushing - Fixed,88984.51,Grid electricity
1/1/2029,Electricity,Grid Power,Commercial & Administration,Management Services,QLD,kWh,Budget,Budget|Grid Power|Management Services,21800.6,Grid electricity
1/1/2029,Electricity,Grid Power,Commercial & Administration,Milling,QLD,kWh,Budget,Budget|Grid Power|Milling,21563051.01,Grid electricity
1/1/2029,Electricity,Grid Power,Commercial & Administration,Nolans South Crusher,QLD,kWh,Budget,Budget|Grid Power|Nolans South Crusher,453965.44,Grid electricity
1/1/2029,Electricity,Grid Power,Commercial & Administration,Operations Administration,QLD,kWh,Budget,Budget|Grid Power|Operations Administration,15387.34,Grid electricity
1/1/2029,Electricity,Grid Power,Commercial & Administration,Residential,QLD,kWh,Budget,Budget|Grid Power|Residential,88666.34,Grid electricity
1/1/2029,Electricity,Grid Power,Commercial & Administration,Stuart Office,QLD,kWh,Budget,Budget|Grid Power|Stuart Office,3801.04,Grid electricity
1/1/2029,Electricity,Grid Power,Commercial & Administration,Suhrs Creek Rd,QLD,kWh,Budget,Budget|Grid Power|Suhrs Creek Rd,61286.44,Grid electricity
1/1/2029,Electricity,Grid Power,Commercial & Administration,Tailings Disposal,QLD,kWh,Budget,Budget|Grid Power|Tailings Disposal,60004.56,Grid electricity
1/1/2029,Milling,Ore Milled,Processing,,QLD,t,Budget,Budget|Ore Milled|nan,584835.0,Ore Milled
1/1/2029,Mining,Ore ROM,Mining,ROM,QLD,t,Budget,Budget|Ore ROM|ROM,1658333.33,BRW Non-Beneficiated Ore - HG
1/1/2029,Reagent,Cyanide,Processing,Leach & Adsorption,QLD,t,Budget,Budget|Cyanide|Leach & Adsorption,1940.0331,Cyanide
1/1/2029,Reagent,Lime,Mining Open Pit,Projects and Work Orders,QLD,t,Budget,Budget|Lime|Projects and Work Orders,0.0677,Lime
1/1/2029,Reagent,Lime,Processing,Leach & Adsorption,QLD,t,Budget,Budget|Lime|Leach & Adsorption,3467.4158,Lime
1/1/2029,Reagent,Soda Ash,Mining,Projects and Work Orders,QLD,kg,Budget,Budget|Soda Ash|Projects and Work Orders,133.48,Soda ash
1/1/2029,Revenue,Gold Recovered,Processing,,QLD,oz,Budget,Budget|Gold Recovered|nan,15518.0,Gold Recovered
1/1/2029,Revenue,Gold Sold,Sales,,QLD,oz,Budget,Budget|Gold Sold|nan,18770.0,Gold Sold
1/1/2029,Wear Item,Grinding Media,Processing,Milling,QLD,t,Budget,Budget|Grinding Media|Milling,1437.332,Grinding Media
1/1/2029,Wear Item,Tyres,Maintenance,Hauling,QLD,Each,Budget,Budget|Tyres|Hauling,2.2564,Tyres
1/1/2029,Wear Item,Tyres,Maintenance,Mobile Equipment,QLD,Each,Budget,Budget|Tyres|Mobile Equipment,2.8205,Tyres
1/1/2029,Wear Item,Tyres,Mining Open Pit,Projects and Work Orders,QLD,Each,Budget,Budget|Tyres|Projects and Work Orders,39.8634,Tyres
1/1/2030,Blasting,Explosives,Mining Open Pit,Blasting,QLD,t,Budget,Budget|Explosives|Blasting,682770.1836,Explosives
1/1/2030,Combustion,Acetylene,Mining,Projects and Work Orders,QLD,m3,Budget,Budget|Acetylene|Projects and Work Orders,71.58912,Acetylene gas
1/1/2030,Combustion,Diesel,Mining,Blasting,QLD,kL,Budget,Budget|Diesel|Blasting,8.624891983,Diesel - Stationary
1/1/2030,Combustion,Diesel,Mining,Crushing - Fixed,QLD,kL,Budget,Budget|Diesel|Crushing - Fixed,0.96314625,Diesel - Stationary
1/1/2030,Combustion,Diesel,Mining,Crushing - Supplemental,QLD,kL,Budget,Budget|Diesel|Crushing - Supplemental,0.094855313,Diesel - Stationary
1/1/2030,Combustion,Diesel,Mining,Drilling - Production,QLD,kL,Budget,Budget|Diesel|Drilling - Production,181.7485484,Diesel - Stationary
1/1/2030,Combustion,Diesel,Mining,Environment,QLD,kL,Budget,Budget|Diesel|Environment,0.14119689,Diesel - Stationary
1/1/2030,Combustion,Diesel,Mining,Exploration and Development,QLD,kL,Budget,Budget|Diesel|Exploration and Development,1.560597201,Diesel - Stationary
1/1/2030,Combustion,Diesel,Mining,Geotechnical,QLD,kL,Budget,Budget|Diesel|Geotechnical,8.067346195,Diesel - Stationary
1/1/2030,Combustion,Diesel,Mining,Grade Control,QLD,kL,Budget,Budget|Diesel|Grade Control,33.75996638,Diesel - Stationary
1/1/2030,Combustion,Diesel,Mining,Hauling,QLD,kL,Budget,Budget|Diesel|Hauling,1008.896171,Diesel - Stationary
1/1/2030,Combustion,Diesel,Mining,Light Vehicles,QLD,kL,Budget,Budget|Diesel|Light Vehicles,17.70906252,Diesel - Stationary
1/1/2030,Combustion,Diesel,Mining,Loading,QLD,kL,Budget,Budget|Diesel|Loading,374.6935264,Diesel - Stationary
1/1/2030,Combustion,Diesel,Mining,Management Services,QLD,kL,Budget,Budget|Diesel|Management Services,3.901493002,Diesel - Stationary
1/1/2030,Combustion,Diesel,Mining,Mobile Equipment,QLD,kL,Budget,Budget|Diesel|Mobile Equipment,200.3068581,Diesel - Stationary
1/1/2030,Combustion,Diesel,Mining,Nolans South Crusher,QLD,kL,Budget,Budget|Diesel|Nolans South Crusher,45.63999844,Diesel - Stationary
1/1/2030,Combustion,Diesel,Mining,Operations Administration,QLD,kL,Budget,Budget|Diesel|Operations Administration,0.579650389,Diesel - Stationary
1/1/2030,Combustion,Diesel,Mining,Rehandling,QLD,kL,Budget,Budget|Diesel|Rehandling,294.1907417,Diesel - Stationary
1/1/2030,Combustion,Diesel,Processing,,QLD,kL,Budget,Budget|Diesel|nan,43.37484,Diesel - Stationary
1/1/2030,Combustion,LPG,Mining,Projects and Work Orders,QLD,kL,Budget,Budget|LPG|Projects and Work Orders,0.55386,LPG - Cylinders
1/1/2030,Combustion,LPG,Processing,Gold Room,QLD,kL,Budget,Budget|LPG|Gold Room,82.9161,LPG - Bulk liquid
1/1/2030,Combustion,Lubricants,Mining,Projects and Work Orders,QLD,kL,Budget,Budget|Lubricants|Projects and Work Orders,50.5533,Engine oil
1/1/2030,Electricity,Grid Power,Commercial & Administration,Brisbane Office,QLD,kWh,Budget,Budget|Grid Power|Brisbane Office,1453.0,Grid electricity
1/1/2030,Electricity,Grid Power,Commercial & Administration,Crushing - Fixed,QLD,kWh,Budget,Budget|Grid Power|Crushing - Fixed,88984.51,Grid electricity
1/1/2030,Electricity,Grid Power,Commercial & Administration,Management Services,QLD,kWh,Budget,Budget|Grid Power|Management Services,21800.6,Grid electricity
1/1/2030,Electricity,Grid Power,Commercial & Administration,Milling,QLD,kWh,Budget,Budget|Grid Power|Milling,21563051.01,Grid electricity
1/1/2030,Electricity,Grid Power,Commercial & Administration,Nolans South Crusher,QLD,kWh,Budget,Budget|Grid Power|Nolans South Crusher,453965.44,Grid electricity
1/1/2030,Electricity,Grid Power,Commercial & Administration,Operations Administration,QLD,kWh,Budget,Budget|Grid Power|Operations Administration,15387.34,Grid electricity
1/1/2030,Electricity,Grid Power,Commercial & Administration,Residential,QLD,kWh,Budget,Budget|Grid Power|Residential,88666.34,Grid electricity
1/1/2030,Electricity,Grid Power,Commercial & Administration,Stuart Office,QLD,kWh,Budget,Budget|Grid Power|Stuart Office,3801.04,Grid electricity
1/1/2030,Electricity,Grid Power,Commercial & Administration,Suhrs Creek Rd,QLD,kWh,Budget,Budget|Grid Power|Suhrs Creek Rd,61286.44,Grid electricity
1/1/2030,Electricity,Grid Power,Commercial & Administration,Tailings Disposal,QLD,kWh,Budget,Budget|Grid Power|Tailings Disposal,60004.56,Grid electricity
1/1/2030,Milling,Ore Milled,Processing,,QLD,t,Budget,Budget|Ore Milled|nan,584835.0,Ore Milled
1/1/2030,Mining,Ore ROM,Mining,ROM,QLD,t,Budget,Budget|Ore ROM|ROM,975000.0,BRW Non-Beneficiated Ore - HG
1/1/2030,Reagent,Cyanide,Processing,Leach & Adsorption,QLD,t,Budget,Budget|Cyanide|Leach & Adsorption,1140.6225,Cyanide
1/1/2030,Reagent,Lime,Mining Open Pit,Projects and Work Orders,QLD,t,Budget,Budget|Lime|Projects and Work Orders,0.0398,Lime
1/1/2030,Reagent,Lime,Processing,Leach & Adsorption,QLD,t,Budget,Budget|Lime|Leach & Adsorption,2038.6314,Lime
1/1/2030,Reagent,Soda Ash,Mining,Projects and Work Orders,QLD,kg,Budget,Budget|Soda Ash|Projects and Work Orders,78.48,Soda ash
1/1/2030,Revenue,Gold Recovered,Processing,,QLD,oz,Budget,Budget|Gold Recovered|nan,15518.0,Gold Recovered
1/1/2030,Revenue,Gold Sold,Sales,,QLD,oz,Budget,Budget|Gold Sold|nan,18770.0,Gold Sold
1/1/2030,Wear Item,Grinding Media,Processing,Milling,QLD,t,Budget,Budget|Grinding Media|Milling,845.0646,Grinding Media
1/1/2030,Wear Item,Tyres,Maintenance,Hauling,QLD,Each,Budget,Budget|Tyres|Hauling,1.3266,Tyres
1/1/2030,Wear Item,Tyres,Maintenance,Mobile Equipment,QLD,Each,Budget,Budget|Tyres|Mobile Equipment,1.6583,Tyres
1/1/2030,Wear Item,Tyres,Mining Open Pit,Projects and Work Orders,QLD,Each,Budget,Budget|Tyres|Projects and Work Orders,23.4373,Tyres
1/1/2031,Blasting,Explosives,Mining Open Pit,Blasting,QLD,t,Budget,Budget|Explosives|Blasting,694441.4712,Explosives
1/1/2031,Combustion,Acetylene,Mining,Projects and Work Orders,QLD,m3,Budget,Budget|Acetylene|Projects and Work Orders,72.8163,Acetylene gas
1/1/2031,Combustion,Diesel,Mining,Blasting,QLD,kL,Budget,Budget|Diesel|Blasting,8.772826634,Diesel - Stationary
1/1/2031,Combustion,Diesel,Mining,Crushing - Fixed,QLD,kL,Budget,Budget|Diesel|Crushing - Fixed,0.961366108,Diesel - Stationary
1/1/2031,Combustion,Diesel,Mining,Crushing - Supplemental,QLD,kL,Budget,Budget|Diesel|Crushing - Supplemental,0.093266861,Diesel - Stationary
1/1/2031,Combustion,Diesel,Mining,Drilling - Production,QLD,kL,Budget,Budget|Diesel|Drilling - Production,184.855177,Diesel - Stationary
1/1/2031,Combustion,Diesel,Mining,Environment,QLD,kL,Budget,Budget|Diesel|Environment,0.138822018,Diesel - Stationary
1/1/2031,Combustion,Diesel,Mining,Exploration and Development,QLD,kL,Budget,Budget|Diesel|Exploration and Development,1.563574312,Diesel - Stationary
1/1/2031,Combustion,Diesel,Mining,Geotechnical,QLD,kL,Budget,Budget|Diesel|Geotechnical,8.215279935,Diesel - Stationary
1/1/2031,Combustion,Diesel,Mining,Grade Control,QLD,kL,Budget,Budget|Diesel|Grade Control,34.32894676,Diesel - Stationary
1/1/2031,Combustion,Diesel,Mining,Hauling,QLD,kL,Budget,Budget|Diesel|Hauling,1026.136254,Diesel - Stationary
1/1/2031,Combustion,Diesel,Mining,Light Vehicles,QLD,kL,Budget,Budget|Diesel|Light Vehicles,17.70346055,Diesel - Stationary
1/1/2031,Combustion,Diesel,Mining,Loading,QLD,kL,Budget,Budget|Diesel|Loading,381.1002366,Diesel - Stationary
1/1/2031,Combustion,Diesel,Mining,Management Services,QLD,kL,Budget,Budget|Diesel|Management Services,3.901629358,Diesel - Stationary
1/1/2031,Combustion,Diesel,Mining,Mobile Equipment,QLD,kL,Budget,Budget|Diesel|Mobile Equipment,203.7321153,Diesel - Stationary
1/1/2031,Combustion,Diesel,Mining,Nolans South Crusher,QLD,kL,Budget,Budget|Diesel|Nolans South Crusher,45.64336703,Diesel - Stationary
1/1/2031,Combustion,Diesel,Mining,Operations Administration,QLD,kL,Budget,Budget|Diesel|Operations Administration,0.584513761,Diesel - Stationary
1/1/2031,Combustion,Diesel,Mining,Rehandling,QLD,kL,Budget,Budget|Diesel|Rehandling,299.2205214,Diesel - Stationary
1/1/2031,Combustion,Diesel,Processing,,QLD,kL,Budget,Budget|Diesel|nan,43.37484,Diesel - Stationary
1/1/2031,Combustion,LPG,Mining,Projects and Work Orders,QLD,kL,Budget,Budget|LPG|Projects and Work Orders,0.56472,LPG - Cylinders
1/1/2031,Combustion,LPG,Processing,Gold Room,QLD,kL,Budget,Budget|LPG|Gold Room,82.9161,LPG - Bulk liquid
1/1/2031,Combustion,Lubricants,Mining,Projects and Work Orders,QLD,kL,Budget,Budget|Lubricants|Projects and Work Orders,51.43296,Engine oil
1/1/2031,Electricity,Grid Power,Commercial & Administration,Brisbane Office,QLD,kWh,Budget,Budget|Grid Power|Brisbane Office,1453.0,Grid electricity
1/1/2031,Electricity,Grid Power,Commercial & Administration,Crushing - Fixed,QLD,kWh,Budget,Budget|Grid Power|Crushing - Fixed,88984.51,Grid electricity
1/1/2031,Electricity,Grid Power,Commercial & Administration,Management Services,QLD,kWh,Budget,Budget|Grid Power|Management Services,21800.6,Grid electricity
1/1/2031,Electricity,Grid Power,Commercial & Administration,Milling,QLD,kWh,Budget,Budget|Grid Power|Milling,21563051.01,Grid electricity
1/1/2031,Electricity,Grid Power,Commercial & Administration,Nolans South Crusher,QLD,kWh,Budget,Budget|Grid Power|Nolans South Crusher,453965.44,Grid electricity
1/1/2031,Electricity,Grid Power,Commercial & Administration,Operations Administration,QLD,kWh,Budget,Budget|Grid Power|Operations Administration,15387.34,Grid electricity
1/1/2031,Electricity,Grid Power,Commercial & Administration,Residential,QLD,kWh,Budget,Budget|Grid Power|Residential,88666.34,Grid electricity
1/1/2031,Electricity,Grid Power,Commercial & Administration,Stuart Office,QLD,kWh,Budget,Budget|Grid Power|Stuart Office,3801.04,Grid electricity
1/1/2031,Electricity,Grid Power,Commercial & Administration,Suhrs Creek Rd,QLD,kWh,Budget,Budget|Grid Power|Suhrs Creek Rd,61286.44,Grid electricity
1/1/2031,Electricity,Grid Power,Commercial & Administration,Tailings Disposal,QLD,kWh,Budget,Budget|Grid Power|Tailings Disposal,60004.56,Grid electricity
1/1/2031,Milling,Ore Milled,Processing,,QLD,t,Budget,Budget|Ore Milled|nan,584835.0,Ore Milled
1/1/2031,Mining,Ore ROM,Mining,ROM,QLD,t,Budget,Budget|Ore ROM|ROM,991666.67,BRW Non-Beneficiated Ore - HG
1/1/2031,Reagent,Cyanide,Processing,Leach & Adsorption,QLD,t,Budget,Budget|Cyanide|Leach & Adsorption,1160.1203,Cyanide
1/1/2031,Reagent,Lime,Mining Open Pit,Projects and Work Orders,QLD,t,Budget,Budget|Lime|Projects and Work Orders,0.0405,Lime
1/1/2031,Reagent,Lime,Processing,Leach & Adsorption,QLD,t,Budget,Budget|Lime|Leach & Adsorption,2073.4798,Lime
1/1/2031,Reagent,Soda Ash,Mining,Projects and Work Orders,QLD,kg,Budget,Budget|Soda Ash|Projects and Work Orders,79.82,Soda ash
1/1/2031,Revenue,Gold Recovered,Processing,,QLD,oz,Budget,Budget|Gold Recovered|nan,15518.0,Gold Recovered
1/1/2031,Revenue,Gold Sold,Sales,,QLD,oz,Budget,Budget|Gold Sold|nan,18770.0,Gold Sold
1/1/2031,Wear Item,Grinding Media,Processing,Milling,QLD,t,Budget,Budget|Grinding Media|Milling,859.5101,Grinding Media
1/1/2031,Wear Item,Tyres,Maintenance,Hauling,QLD,Each,Budget,Budget|Tyres|Hauling,1.3493,Tyres
1/1/2031,Wear Item,Tyres,Maintenance,Mobile Equipment,QLD,Each,Budget,Budget|Tyres|Mobile Equipment,1.6866,Tyres
1/1/2031,Wear Item,Tyres,Mining Open Pit,Projects and Work Orders,QLD,Each,Budget,Budget|Tyres|Projects and Work Orders,23.8379,Tyres
1/1/2032,Blasting,Explosives,Mining Open Pit,Blasting,QLD,t,Budget,Budget|Explosives|Blasting,571892.9767,Explosives
1/1/2032,Combustion,Acetylene,Mining,Projects and Work Orders,QLD,m3,Budget,Budget|Acetylene|Projects and Work Orders,59.96892,Acetylene gas
1/1/2032,Combustion,Diesel,Mining,Blasting,QLD,kL,Budget,Budget|Diesel|Blasting,7.225341878,Diesel - Stationary
1/1/2032,Combustion,Diesel,Mining,Crushing - Fixed,QLD,kL,Budget,Budget|Diesel|Crushing - Fixed,0.958354478,Diesel - Stationary
1/1/2032,Combustion,Diesel,Mining,Crushing - Supplemental,QLD,kL,Budget,Budget|Diesel|Crushing - Supplemental,0.095835448,Diesel - Stationary
1/1/2032,Combustion,Diesel,Mining,Drilling - Production,QLD,kL,Budget,Budget|Diesel|Drilling - Production,152.2328331,Diesel - Stationary
1/1/2032,Combustion,Diesel,Mining,Environment,QLD,kL,Budget,Budget|Diesel|Environment,0.14189755,Diesel - Stationary
1/1/2032,Combustion,Diesel,Mining,Exploration and Development,QLD,kL,Budget,Budget|Diesel|Exploration and Development,1.560873051,Diesel - Stationary
1/1/2032,Combustion,Diesel,Mining,Geotechnical,QLD,kL,Budget,Budget|Diesel|Geotechnical,6.758823741,Diesel - Stationary
1/1/2032,Combustion,Diesel,Mining,Grade Control,QLD,kL,Budget,Budget|Diesel|Grade Control,28.2755505,Diesel - Stationary
1/1/2032,Combustion,Diesel,Mining,Hauling,QLD,kL,Budget,Budget|Diesel|Hauling,845.0577805,Diesel - Stationary
1/1/2032,Combustion,Diesel,Mining,Light Vehicles,QLD,kL,Budget,Budget|Diesel|Light Vehicles,17.70171938,Diesel - Stationary
1/1/2032,Combustion,Diesel,Mining,Loading,QLD,kL,Budget,Budget|Diesel|Loading,313.8415428,Diesel - Stationary
1/1/2032,Combustion,Diesel,Mining,Management Services,QLD,kL,Budget,Budget|Diesel|Management Services,3.902182628,Diesel - Stationary
1/1/2032,Combustion,Diesel,Mining,Mobile Equipment,QLD,kL,Budget,Budget|Diesel|Mobile Equipment,167.7872305,Diesel - Stationary
1/1/2032,Combustion,Diesel,Mining,Nolans South Crusher,QLD,kL,Budget,Budget|Diesel|Nolans South Crusher,45.64381007,Diesel - Stationary
1/1/2032,Combustion,Diesel,Mining,Operations Administration,QLD,kL,Budget,Budget|Diesel|Operations Administration,0.585327394,Diesel - Stationary
1/1/2032,Combustion,Diesel,Mining,Rehandling,QLD,kL,Budget,Budget|Diesel|Rehandling,246.4126043,Diesel - Stationary
1/1/2032,Combustion,Diesel,Processing,,QLD,kL,Budget,Budget|Diesel|nan,43.37484,Diesel - Stationary
1/1/2032,Combustion,LPG,Mining,Projects and Work Orders,QLD,kL,Budget,Budget|LPG|Projects and Work Orders,0.46698,LPG - Cylinders
1/1/2032,Combustion,LPG,Processing,Gold Room,QLD,kL,Budget,Budget|LPG|Gold Room,82.9161,LPG - Bulk liquid
1/1/2032,Combustion,Lubricants,Mining,Projects and Work Orders,QLD,kL,Budget,Budget|Lubricants|Projects and Work Orders,42.354,Engine oil
1/1/2032,Electricity,Grid Power,Commercial & Administration,Brisbane Office,QLD,kWh,Budget,Budget|Grid Power|Brisbane Office,1453.0,Grid electricity
1/1/2032,Electricity,Grid Power,Commercial & Administration,Crushing - Fixed,QLD,kWh,Budget,Budget|Grid Power|Crushing - Fixed,88984.51,Grid electricity
1/1/2032,Electricity,Grid Power,Commercial & Administration,Management Services,QLD,kWh,Budget,Budget|Grid Power|Management Services,21800.6,Grid electricity
1/1/2032,Electricity,Grid Power,Commercial & Administration,Milling,QLD,kWh,Budget,Budget|Grid Power|Milling,21563051.01,Grid electricity
1/1/2032,Electricity,Grid Power,Commercial & Administration,Nolans South Crusher,QLD,kWh,Budget,Budget|Grid Power|Nolans South Crusher,453965.44,Grid electricity
1/1/2032,Electricity,Grid Power,Commercial & Administration,Operations Administration,QLD,kWh,Budget,Budget|Grid Power|Operations Administration,15387.34,Grid electricity
1/1/2032,Electricity,Grid Power,Commercial & Administration,Residential,QLD,kWh,Budget,Budget|Grid Power|Residential,88666.34,Grid electricity
1/1/2032,Electricity,Grid Power,Commercial & Administration,Stuart Office,QLD,kWh,Budget,Budget|Grid Power|Stuart Office,3801.04,Grid electricity
1/1/2032,Electricity,Grid Power,Commercial & Administration,Suhrs Creek Rd,QLD,kWh,Budget,Budget|Grid Power|Suhrs Creek Rd,61286.44,Grid electricity
1/1/2032,Electricity,Grid Power,Commercial & Administration,Tailings Disposal,QLD,kWh,Budget,Budget|Grid Power|Tailings Disposal,60004.56,Grid electricity
1/1/2032,Milling,Ore Milled,Processing,,QLD,t,Budget,Budget|Ore Milled|nan,584835.0,Ore Milled
1/1/2032,Mining,Ore ROM,Mining,ROM,QLD,t,Budget,Budget|Ore ROM|ROM,816666.67,BRW Non-Beneficiated Ore - HG
1/1/2032,Reagent,Cyanide,Processing,Leach & Adsorption,QLD,t,Budget,Budget|Cyanide|Leach & Adsorption,955.3932,Cyanide
1/1/2032,Reagent,Lime,Mining Open Pit,Projects and Work Orders,QLD,t,Budget,Budget|Lime|Projects and Work Orders,0.0333,Lime
1/1/2032,Reagent,Lime,Processing,Leach & Adsorption,QLD,t,Budget,Budget|Lime|Leach & Adsorption,1707.5716,Lime
1/1/2032,Reagent,Soda Ash,Mining,Projects and Work Orders,QLD,kg,Budget,Budget|Soda Ash|Projects and Work Orders,65.73,Soda ash
1/1/2032,Revenue,Gold Recovered,Processing,,QLD,oz,Budget,Budget|Gold Recovered|nan,15518.0,Gold Recovered
1/1/2032,Revenue,Gold Sold,Sales,,QLD,oz,Budget,Budget|Gold Sold|nan,18770.0,Gold Sold
1/1/2032,Wear Item,Grinding Media,Processing,Milling,QLD,t,Budget,Budget|Grinding Media|Milling,707.8319,Grinding Media
1/1/2032,Wear Item,Tyres,Maintenance,Hauling,QLD,Each,Budget,Budget|Tyres|Hauling,1.1112,Tyres
1/1/2032,Wear Item,Tyres,Maintenance,Mobile Equipment,QLD,Each,Budget,Budget|Tyres|Mobile Equipment,1.389,Tyres
1/1/2032,Wear Item,Tyres,Mining Open Pit,Projects and Work Orders,QLD,Each,Budget,Budget|Tyres|Projects and Work Orders,19.6312,Tyres
1/1/2033,Blasting,Explosives,Mining Open Pit,Blasting,QLD,t,Budget,Budget|Explosives|Blasting,980387.956,Explosives
1/1/2033,Combustion,Acetylene,Mining,Projects and Work Orders,QLD,m3,Budget,Budget|Acetylene|Projects and Work Orders,102.80076,Acetylene gas
1/1/2033,Combustion,Diesel,Mining,Blasting,QLD,kL,Budget,Budget|Diesel|Blasting,12.37978504,Diesel - Stationary
1/1/2033,Combustion,Diesel,Mining,Crushing - Fixed,QLD,kL,Budget,Budget|Diesel|Crushing - Fixed,0.960487757,Diesel - Stationary
1/1/2033,Combustion,Diesel,Mining,Crushing - Supplemental,QLD,kL,Budget,Budget|Diesel|Crushing - Supplemental,0.091475024,Diesel - Stationary
1/1/2033,Combustion,Diesel,Mining,Drilling - Production,QLD,kL,Budget,Budget|Diesel|Drilling - Production,260.9767919,Diesel - Stationary
1/1/2033,Combustion,Diesel,Mining,Environment,QLD,kL,Budget,Budget|Diesel|Environment,0.139719298,Diesel - Stationary
1/1/2033,Combustion,Diesel,Mining,Exploration and Development,QLD,kL,Budget,Budget|Diesel|Exploration and Development,1.562786225,Diesel - Stationary
1/1/2033,Combustion,Diesel,Mining,Geotechnical,QLD,kL,Budget,Budget|Diesel|Geotechnical,11.59466999,Diesel - Stationary
1/1/2033,Combustion,Diesel,Mining,Grade Control,QLD,kL,Budget,Budget|Diesel|Grade Control,48.47232008,Diesel - Stationary
1/1/2033,Combustion,Diesel,Mining,Hauling,QLD,kL,Budget,Budget|Diesel|Hauling,1448.662419,Diesel - Stationary
1/1/2033,Combustion,Diesel,Mining,Light Vehicles,QLD,kL,Budget,Budget|Diesel|Light Vehicles,17.70295257,Diesel - Stationary
1/1/2033,Combustion,Diesel,Mining,Loading,QLD,kL,Budget,Budget|Diesel|Loading,538.019996,Diesel - Stationary
1/1/2033,Combustion,Diesel,Mining,Management Services,QLD,kL,Budget,Budget|Diesel|Management Services,3.901790773,Diesel - Stationary
1/1/2033,Combustion,Diesel,Mining,Mobile Equipment,QLD,kL,Budget,Budget|Diesel|Mobile Equipment,287.6251894,Diesel - Stationary
1/1/2033,Combustion,Diesel,Mining,Nolans South Crusher,QLD,kL,Budget,Budget|Diesel|Nolans South Crusher,45.64603722,Diesel - Stationary
1/1/2033,Combustion,Diesel,Mining,Operations Administration,QLD,kL,Budget,Budget|Diesel|Operations Administration,0.584751137,Diesel - Stationary
1/1/2033,Combustion,Diesel,Mining,Rehandling,QLD,kL,Budget,Budget|Diesel|Rehandling,422.4260289,Diesel - Stationary
